gene1	gene2	n_combn_A375_D14	n_single_A375_D14	mean_combn_A375_D14	mean_single_A375_D14	var_combn_A375_D14	var_single_A375_D14	orientation_agree_A375_D14	differential_combn_vs_single_A375_D14	pval1_combn_vs_single_A375_D14	pval2_combn_vs_single_A375_D14	fdr1_combn_vs_single_A375_D14	fdr2_combn_vs_single_A375_D14	significant_combn_vs_single_A375_D14	n_combn_MEWO_D14	n_single_MEWO_D14	mean_combn_MEWO_D14	mean_single_MEWO_D14	var_combn_MEWO_D14	var_single_MEWO_D14	orientation_agree_MEWO_D14	differential_combn_vs_single_MEWO_D14	pval1_combn_vs_single_MEWO_D14	pval2_combn_vs_single_MEWO_D14	fdr1_combn_vs_single_MEWO_D14	fdr2_combn_vs_single_MEWO_D14	significant_combn_vs_single_MEWO_D14	n_combn_RPE_D14	n_single_RPE_D14	mean_combn_RPE_D14	mean_single_RPE_D14	var_combn_RPE_D14	var_single_RPE_D14	orientation_agree_RPE_D14	differential_combn_vs_single_RPE_D14	pval1_combn_vs_single_RPE_D14	pval2_combn_vs_single_RPE_D14	fdr1_combn_vs_single_RPE_D14	fdr2_combn_vs_single_RPE_D14	significant_combn_vs_single_RPE_D14	n_combn_A375_D28	n_single_A375_D28	mean_combn_A375_D28	mean_single_A375_D28	var_combn_A375_D28	var_single_A375_D28	orientation_agree_A375_D28	differential_combn_vs_single_A375_D28	pval1_combn_vs_single_A375_D28	pval2_combn_vs_single_A375_D28	fdr1_combn_vs_single_A375_D28	fdr2_combn_vs_single_A375_D28	significant_combn_vs_single_A375_D28	n_combn_MEWO_D28	n_single_MEWO_D28	mean_combn_MEWO_D28	mean_single_MEWO_D28	var_combn_MEWO_D28	var_single_MEWO_D28	orientation_agree_MEWO_D28	differential_combn_vs_single_MEWO_D28	pval1_combn_vs_single_MEWO_D28	pval2_combn_vs_single_MEWO_D28	fdr1_combn_vs_single_MEWO_D28	fdr2_combn_vs_single_MEWO_D28	significant_combn_vs_single_MEWO_D28	n_combn_RPE_D28	n_single_RPE_D28	mean_combn_RPE_D28	mean_single_RPE_D28	var_combn_RPE_D28	var_single_RPE_D28	orientation_agree_RPE_D28	differential_combn_vs_single_RPE_D28	pval1_combn_vs_single_RPE_D28	pval2_combn_vs_single_RPE_D28	fdr1_combn_vs_single_RPE_D28	fdr2_combn_vs_single_RPE_D28	significant_combn_vs_single_RPE_D28
FAM50A	FAM50B	25	25	-0.676675146456406	0.457384152577057	0.222405946187301	0	TRUE	-0.481127331798226	7.03516594010266e-10	7.03516594010266e-10	8.33555618425282e-08	8.33555618425282e-08	NA	25	25	-0.0497588633387998	0.308719865416758	0.0774695351607685	0	TRUE	-0.150183228955505	0.000221987263845481	0.000221987263845481	0.00397005026535682	0.00397005026535682	NA	25	25	-0.990609884724787	0.477675581840056	0.150921122493075	0	TRUE	-0.441440756630024	7.18858284597215e-10	7.18858284597215e-10	8.74445971662933e-08	8.74445971662933e-08	NA	25	25	-1.38107290227217	-0.055325221695832	0.440242339719486	0	TRUE	-0.238387533174366	0.0186285688842516	0.0186285688842516	0.263903158043349	0.263903158043349	NA	25	25	-0.489637669009819	0.485102718097097	0.325932410114577	0	TRUE	-0.499515805013331	2.23497514744483e-06	2.23497514744483e-06	9.18482077726379e-05	9.18482077726379e-05	NA	25	25	-2.43742029876153	-2.06240192854174	0.267260578839333	0	TRUE	-0.463403364398705	3.15748577632217e-05	3.15748577632217e-05	0.00111653581767292	0.00111653581767292	NA
FAM57A	FAM57B	25	25	-0.03543129128689	0.457571113370918	0.0569688713388696	0	TRUE	-0.102607696982055	0.00385576012731395	0.00385576012731395	0.0552231960933989	0.0552231960933989	NA	25	25	-0.000134142431172724	0.274708656997264	0.0282830093347094	0	TRUE	-0.0690226367378871	0.00440852705184759	0.00440852705184759	0.0609397316053369	0.0609397316053369	NA	25	25	-0.484674456647754	0.392663022432472	0.210120125824891	0	TRUE	-0.0349840480427937	0.518101489923952	0.518101489923952	1	1	NA	25	25	-0.0981808329164427	0.517298477139851	0.133803504792083	0	TRUE	-0.130859119635935	0.0507940246761477	0.0507940246761477	0.623698607551202	0.623698607551202	NA	25	25	-0.080069614073191	0.49619373737516	0.0594541283977316	0	TRUE	-0.186734366376274	4.8859938341875e-06	4.8859938341875e-06	0.000184963840628877	0.000184963840628877	NA	25	25	-1.60495730035689	-1.99519828333852	0.138883221061715	0	TRUE	0.190221036037371	0.00683290166512551	0.00683290166512551	0.105662130229377	0.105662130229377	NA
FAM96A	FAM96B	9	9	-1.34475325955961	-0.814635310377326	0.715574483978714	0	TRUE	0.718416193515032	0.00759543381559023	0.00759543381559023	0.102205402413112	0.102205402413112	NA	9	9	-0.676477752991295	-0.482216737156302	0.365907091848408	0	TRUE	0.537611132296296	6.51409268419157e-05	6.51409268419157e-05	0.00130043513908781	0.00130043513908781	NA	9	9	-1.54953666812836	-1.22562297339797	0.445089211163091	0	TRUE	0.858348831495584	0.00252415981114045	0.00252415981114045	0.0407586097936501	0.0407586097936501	NA	9	9	-1.83195109830218	-1.99168479732443	0.197695466254628	0	TRUE	0.790317725102712	0.00298834116259645	0.00298834116259645	0.0555264166417369	0.0555264166417369	NA	9	9	-1.61306496357209	-1.23275201369707	0.786737521077325	0	TRUE	0.774630862670775	0.00694716723598674	0.00694716723598674	0.108901968862117	0.108901968862117	NA	9	9	-2.68257665528439	-4.22620420214453	0.212893902859969	0	TRUE	0.488752973564838	0.0251953852598316	0.0251953852598316	0.319700323490529	0.319700323490529	NA
ACN9	FANCI	25	25	0.129502133214553	0.362721300858507	0.120761784168542	0	TRUE	0.132238775491957	0.00601145565628634	0.00601145565628634	0.0824724630799043	0.0824724630799043	NA	25	25	0.0548857113641076	0.258463468121181	0.029948821621434	0	TRUE	-0.0117718420991633	0.61061892329125	0.61061892329125	1	1	NA	25	25	-0.0923212271178668	0.470140098947622	0.437582421873693	0	TRUE	0.079446382499488	0.29149923843848	0.29149923843848	1	1	NA	25	25	0.233067723366597	0.521735872046116	0.160835522649601	0	TRUE	0.140835179743234	0.0489288454517212	0.0489288454517212	0.604048057798337	0.604048057798337	NA	25	25	0.0810516356509554	0.49920953487012	0.0595324052338727	0	TRUE	-0.0896576317956236	0.0115920420878233	0.0115920420878233	0.167868945538177	0.167868945538177	NA	25	25	-1.07413485690019	-1.61270693814159	0.285335253684993	0	TRUE	0.0752365043511348	0.326577192362477	0.326577192362477	1	1	NA
BIN1	FANCI	25	25	-0.0149210154811828	0.492306282643709	0.154227610924517	0	TRUE	-0.136502230945119	0.0102544606487554	0.0102544606487554	0.132513182517385	0.132513182517385	NA	25	25	0.0684062045854688	0.311764634347917	0.0593230080953484	0	TRUE	-0.0765027576750716	0.0177752311823663	0.0177752311823663	0.216224527641172	0.216224527641172	NA	25	25	-0.29476750411028	0.596314091431103	0.46542385360756	0	TRUE	-0.217331206705027	0.00765461786435327	0.00765461786435327	0.109803797850909	0.109803797850909	NA	25	25	0.0700696753480594	0.735629118331045	0.188645211623171	0	TRUE	-0.24733399857346	0.00212815382186444	0.00212815382186444	0.0421165756071481	0.0421165756071481	NA	25	25	0.0808498433674249	0.48147582809729	0.118220493790569	0	TRUE	-0.0678536378594974	0.138450615865498	0.138450615865498	1	1	NA	25	25	-1.49571946848458	-1.48802408863345	0.307349754272832	0	TRUE	-0.382186095100479	6.26706587380562e-05	6.26706587380562e-05	0.00198278981818062	0.00198278981818062	NA
CDC42EP3	FANCI	25	25	-0.346203252906531	0.37640578311715	0.371388853782382	0	TRUE	-0.164971333833976	0.0225553574293146	0.0225553574293146	0.271118342256804	0.271118342256804	NA	25	25	0.0223070974837608	0.527992591434691	0.0531643451822793	0	TRUE	-0.401950065624062	3.06263879007666e-14	3.06263879007666e-14	1.31153123662856e-11	1.31153123662856e-11	NA	25	25	-0.712467745792531	0.547375254905432	0.770207570791721	0	TRUE	-0.407243894136577	0.000335107794845706	0.000335107794845706	0.00671930099347638	0.00671930099347638	NA	25	25	-0.312278810969437	0.491617631387916	0.452373761904996	0	TRUE	-0.231970781140506	0.0260527970011718	0.0260527970011718	0.353205615045861	0.353205615045861	NA	25	25	-0.0156211331231746	0.689184758226978	0.110773066169289	0	TRUE	-0.410056423582089	2.75159151305555e-10	2.75159151305555e-10	3.93449367853569e-08	3.93449367853569e-08	NA	25	25	-1.74160518889484	-1.41883779732185	0.652635302633185	0	TRUE	-0.665336054804709	2.83524704889578e-06	2.83524704889578e-06	0.00016117777758739	0.00016117777758739	NA
DBNDD2	FANCI	25	25	0.0198604995615921	0.63742469179812	0.13815366398137	0	TRUE	-0.311681192605409	4.25530715449058e-07	4.25530715449058e-07	1.75666764557466e-05	1.75666764557466e-05	NA	25	25	0.0449072869215416	0.45853779257668	0.0182667585671797	0	TRUE	-0.290950443850392	2.25378808656702e-15	2.25378808656702e-15	2.056193782045e-12	2.056193782045e-12	NA	25	25	-0.290436997004769	0.918856096311014	0.400838884325302	0	TRUE	-0.650829824321832	3.04692479853284e-09	3.04692479853284e-09	3.05471927850202e-07	3.05471927850202e-07	NA	25	25	0.151217530331802	0.834232652849469	0.155197059781151	0	TRUE	-0.296589715580023	9.08672820124609e-05	9.08672820124609e-05	0.00300365064441847	0.00300365064441847	NA	25	25	0.0437477302196561	0.714643113308241	0.0286736252312905	0	TRUE	-0.406194149340264	9.03393276309559e-16	9.03393276309559e-16	2.11191238403591e-12	2.11191238403591e-12	NA	25	25	-1.24403673546971	-0.838442972206253	0.321956756170223	0	TRUE	-1.0473345475056	1.73627291239804e-12	1.73627291239804e-12	1.13146445935196e-09	1.13146445935196e-09	NA
DECR1	FANCI	25	25	0.276151477331399	0.810191402032708	0.0262028002289512	0	TRUE	-0.384074926239246	4.99571738271123e-15	4.99571738271123e-15	2.2788662076104e-11	2.2788662076104e-11	NA	25	25	0.0507521531140507	0.401789709921964	0.0220790515028528	0	TRUE	-0.209711363747561	3.52439739072736e-11	3.52439739072736e-11	3.90484954944402e-09	3.90484954944402e-09	NA	25	25	0.112305255798822	0.963000778577501	0.0557886247705591	0	TRUE	-0.478648416129779	1.99288088998738e-12	1.99288088998738e-12	7.27264345529499e-10	7.27264345529499e-10	NA	25	25	0.361352533033686	1.10607017347008	0.0613685418627484	0	TRUE	-0.468188601818032	1.76090336738701e-11	1.76090336738701e-11	1.78502366077393e-08	1.78502366077393e-08	NA	25	25	0.146929571774649	0.684561543473304	0.0527070482504195	0	TRUE	-0.300863343776162	1.7497940739557e-10	1.7497940739557e-10	2.90251995673106e-08	2.90251995673106e-08	NA	25	25	-0.890871494366348	-0.950788903380931	0.114118878626715	0	TRUE	-0.675407848558322	2.10258793385984e-12	2.10258793385984e-12	1.27883310815637e-09	1.27883310815637e-09	NA
EFR3A	FANCI	25	25	0.118449245122193	0.724093242356409	0.108582978574154	0	TRUE	-0.36763200629052	2.81586808548393e-09	2.81586808548393e-09	2.56899505456626e-07	2.56899505456626e-07	NA	25	25	0.024461846621959	0.326156561231718	0.0317763490483855	0	TRUE	-0.123415122523403	1.18220152443194e-05	1.18220152443194e-05	0.000282965667165702	0.000282965667165702	NA	25	25	0.0651341474600765	0.894957182051431	0.283776080223096	0	TRUE	-0.385967279999234	7.75093637005992e-06	7.75093637005992e-06	0.000255285039878759	0.000255285039878759	NA	25	25	0.0971727292464623	0.720526839896895	0.245138423571047	0	TRUE	-0.212342939094531	0.014258378105805	0.014258378105805	0.208801225431063	0.208801225431063	NA	25	25	0.0379829388626795	0.6007944933049	0.0537673041163968	0	TRUE	-0.253325970736837	7.47799458839412e-09	7.47799458839412e-09	6.96161550869515e-07	6.96161550869515e-07	NA	25	25	-1.02892066469177	-1.16307148387285	0.166204341648923	0	TRUE	-0.488662722544104	1.28958805362323e-08	1.28958805362323e-08	1.54806207629295e-06	1.54806207629295e-06	NA
EPAS1	FANCI	25	25	0.12132444286158	0.706429098194732	0.0649830838989187	0	TRUE	-0.341576289235673	1.47900301387816e-10	1.47900301387816e-10	2.49876987670446e-08	2.49876987670446e-08	NA	25	25	0.174576633336148	0.504940592297976	0.0192059026746421	0	TRUE	-0.274599829233758	9.33850603808173e-15	9.33850603808173e-15	5.324862329432e-12	5.324862329432e-12	NA	25	25	0.101661328943207	1.04845216750386	0.138689276845405	0	TRUE	-0.572557593255952	2.95721822386055e-10	2.95721822386055e-10	4.07088079897251e-08	4.07088079897251e-08	NA	25	25	0.24191812086481	0.931477303174627	0.104331863399404	0	TRUE	-0.339399804136811	5.83382527259184e-07	5.83382527259184e-07	4.39864598142017e-05	4.39864598142017e-05	NA	25	25	0.251061168972002	0.77476859632325	0.0314391511647609	0	TRUE	-0.360615127611816	2.97524673976432e-14	2.97524673976432e-14	2.26200054137578e-11	2.26200054137578e-11	NA	25	25	-0.858853903265123	-1.09539796149274	0.416503513730676	0	TRUE	-0.415846132891417	0.00215152714682628	0.00215152714682628	0.0395745619411072	0.0395745619411072	NA
ASPM	FANCM	25	25	-0.471668660725462	0.158554449136449	0.355393386938676	0	TRUE	0.0669171278167835	0.311606713487816	0.311606713487816	1	1	NA	25	25	-0.159210501261281	0.18793262452003	0.0449658102406369	0	TRUE	-0.0594314761115911	0.0482926063308217	0.0482926063308217	0.528281687790949	0.528281687790949	NA	25	25	-0.407018392182497	0.256059809006998	0.295028724526197	0	TRUE	0.205407114849187	0.00243271270791292	0.00243271270791292	0.03956206253968	0.03956206253968	NA	25	25	-1.09977694243	-0.472743113551176	0.597083297787741	0	TRUE	0.474526240310856	0.000230267284079216	0.000230267284079216	0.006404855816645	0.006404855816645	NA	25	25	-0.419639179001812	0.0945392073505499	0.178450865772479	0	TRUE	0.0266700861416801	0.692571166745884	0.692571166745884	1	1	NA	25	25	-1.48718563163112	-1.97507920262874	0.287233002233013	0	TRUE	0.245608508941929	0.00623838602804337	0.00623838602804337	0.0976235627331702	0.0976235627331702	NA
FAT1	FAT4	25	25	-0.0198716628721303	0.440056548305782	0.120435126539075	0	TRUE	-0.0678218720512903	0.135865581446644	0.135865581446644	1	1	NA	25	25	0.0226892666799266	0.198483107921141	0.0398075337230323	0	TRUE	0.0475845028564648	0.0830935651031371	0.0830935651031371	0.865394735838558	0.865394735838558	NA	25	25	-0.225556949847586	0.410875062225844	0.216542010945227	0	TRUE	0.08552276031314	0.125504670131259	0.125504670131259	1	1	NA	25	25	0.0171320555703031	0.559175292061195	0.186409063284499	0	TRUE	-0.082269329632779	0.26600744263967	0.26600744263967	1	1	NA	25	25	0.0334716774888644	0.407310410301782	0.0495155202222599	0	TRUE	0.00707724251762951	0.81736202556986	0.81736202556986	1	1	NA	25	25	-1.02114377943517	-1.36268750756684	0.19928522365111	0	TRUE	-0.21965054442765	0.00225059425609732	0.00225059425609732	0.0409836319632164	0.0409836319632164	NA
FBXW7	FEN1	25	25	-1.01733922757169	0.248310985851306	0.695203617709601	0	TRUE	-0.370420418159501	0.000410234606769519	0.000410234606769519	0.00741125708433149	0.00741125708433149	NA	25	25	-0.24336546674713	0.0717937281131928	0.0359663327052983	0	TRUE	0.0332987660408875	0.238331163264923	0.238331163264923	1	1	NA	25	25	-1.0635538995209	0.209977957258363	0.452714978213134	0	TRUE	-0.137843860921202	0.113608734917557	0.113608734917557	1	1	NA	25	25	-1.94069813111551	-0.91100463343367	0.749574023469494	0	TRUE	-0.0371825286746055	0.855622948216139	0.855622948216139	1	1	NA	25	25	-0.958797678169627	-0.277365707954162	0.359161655470898	0	TRUE	0.134401785435062	0.0755811010206033	0.0755811010206033	0.858714174088112	0.858714174088112	NA	25	25	-2.62811037318656	-2.82361578195942	0.292142164788476	0	TRUE	-0.16372224667497	0.282929547041692	0.282929547041692	1	1	NA
FBXW7	MYC	25	25	-1.73826994508412	-0.913379879652556	0.374938915142515	0	TRUE	0.476171982988067	0.000245458174299204	0.000245458174299204	0.0046460237336426	0.0046460237336426	NA	25	25	-0.985220400494537	-0.524998412202853	0.212414096329666	0	TRUE	0.431505877098668	2.81718362364553e-10	2.81718362364553e-10	2.33654114250191e-08	2.33654114250191e-08	NA	25	25	-1.7934552441103	-1.0331568975405	0.373540065621878	0	TRUE	0.399355059817795	0.00531622636251032	0.00531622636251032	0.0792506814371862	0.0792506814371862	NA	25	25	-2.00505546376193	-2.00024389585591	0.361519711052657	0	TRUE	0.51827338469606	0.00634837080495061	0.00634837080495061	0.105114262964695	0.105114262964695	NA	25	25	-1.77052783798732	-1.35186065889523	0.543428649679409	0	TRUE	0.757311463979534	1.85435968480669e-06	1.85435968480669e-06	7.86876326396753e-05	7.86876326396753e-05	NA	25	25	-2.71071330276262	-3.92358841488105	0.29116509262925	0	TRUE	0.295393034076302	0.0604838241738365	0.0604838241738365	0.695852220644462	0.695852220644462	NA
FEN1	RAD54B	25	25	0.0854476185318229	0.361668675056985	0.0955787296412978	0	TRUE	0.105619671978207	0.0135897203066735	0.0135897203066735	0.17054031870371	0.17054031870371	NA	25	25	-0.0490662095419166	0.097534823310627	0.0257630345622688	0	TRUE	0.137045343567352	1.53735174933102e-06	1.53735174933102e-06	4.77064256285711e-05	4.77064256285711e-05	NA	25	25	-0.0887786703032571	0.492647627651174	0.160131326417707	0	TRUE	0.0451923797161368	0.364557058120916	0.364557058120916	1	1	NA	25	25	-0.504722557768224	-0.146933567473984	0.779672463444512	0	TRUE	0.435574586995663	0.00124866417498554	0.00124866417498554	0.0275698449747189	0.0275698449747189	NA	25	25	-0.174551030484872	0.0764847032407186	0.0767181766649295	0	TRUE	0.247097584165777	3.09327335125467e-05	3.09327335125467e-05	0.000913294375995522	0.000913294375995522	NA	25	25	-1.40644353812953	-2.27620338307952	0.37171843867606	0	TRUE	0.670670929940103	1.0525756406501e-07	1.0525756406501e-07	9.41464841007787e-06	9.41464841007787e-06	NA
FERD3L	PTF1A	16	16	-0.0156263297233031	0.483207544987637	0.0388837362231631	0	TRUE	-0.124930403669829	0.00324277101014675	0.00324277101014675	0.0474874881060492	0.0474874881060492	NA	16	16	0.0853398401848857	0.329575671673048	0.0268853574447008	0	TRUE	-0.0891075836079788	0.0045075052994111	0.0045075052994111	0.0620259864858861	0.0620259864858861	NA	16	16	-0.0168561447249835	0.640603039211139	0.044828093802731	0	TRUE	-0.133124652663214	0.0105334410687485	0.0105334410687485	0.14472819744205	0.14472819744205	NA	16	16	-0.023649730073609	0.497072463626927	0.0819101222633029	0	TRUE	-0.0448524967817795	0.521744539742631	0.521744539742631	1	1	NA	16	16	0.10538712419062	0.512393750612795	0.0412146622103572	0	TRUE	-0.0897497618500499	0.0218957465261741	0.0218957465261741	0.291196803767308	0.291196803767308	NA	16	16	-0.88883627069863	-1.39233630367881	0.245969192151571	0	TRUE	-0.0936423267288919	0.313305029978022	0.313305029978022	1	1	NA
FEZ1	FEZ2	25	25	-0.176538471890109	0.490816487279067	0.0794765678498418	0	TRUE	-0.23715225716358	7.05408360252732e-07	7.05408360252732e-07	2.73856909504644e-05	2.73856909504644e-05	NA	25	25	0.0746718354905481	0.237498110402741	0.0295964649587823	0	TRUE	0.0294090548008129	0.205655985323645	0.205655985323645	1	1	NA	25	25	-0.498567774119852	0.409168459528746	0.164535721594343	0	TRUE	-0.0641963733996245	0.199639763676107	0.199639763676107	1	1	NA	25	25	-0.133230566597838	0.616173992360745	0.108876120898021	0	TRUE	-0.276210346149602	7.11740662469525e-05	7.11740662469525e-05	0.00247413327651042	0.00247413327651042	NA	25	25	0.130978352991448	0.448932069125511	0.0694037652473133	0	TRUE	0.0107729752628432	0.76208193846047	0.76208193846047	1	1	NA	25	25	-1.4571973847305	-1.4569936659837	0.190969913696525	0	TRUE	-0.387635322627544	2.319502105832e-06	2.319502105832e-06	0.000136525581684889	0.000136525581684889	NA
FEZF1	FEZF2	25	25	-0.025191025645205	0.639402827461458	0.0841187274275773	0	TRUE	-0.343608980867676	1.16841276874479e-09	1.16841276874479e-09	1.26371095665898e-07	1.26371095665898e-07	NA	25	25	0.0875116188573497	0.295886238715265	0.0222155966741628	0	TRUE	-0.0416595105627012	0.0486339707150666	0.0486339707150666	0.531378790636159	0.531378790636159	NA	25	25	-0.107989146440692	0.821314030936744	0.199963302454322	0	TRUE	-0.420111172709308	6.10739957552867e-08	6.10739957552867e-08	4.09702287533096e-06	4.09702287533096e-06	NA	25	25	0.0772934554139219	0.762032641776011	0.0951595933975793	0	TRUE	-0.265057703621043	3.84914514062774e-05	3.84914514062774e-05	0.00150071904023485	0.00150071904023485	NA	25	25	0.166247006402386	0.540119274381495	0.0488798572599235	0	TRUE	-0.0899100179731923	0.00503170417502299	0.00503170417502299	0.0821210048364412	0.0821210048364412	NA	25	25	-1.0066872131387	-1.48899607811017	0.32230520889209	0	TRUE	-0.0301507453785676	0.722975083702217	0.722975083702217	1	1	NA
FGF1	FGF2	25	25	-0.227807001915745	0.232542019195105	0.042507776125796	0	TRUE	0.086016017675245	0.00471414290411949	0.00471414290411949	0.0657774108392452	0.0657774108392452	NA	25	25	-0.0775871861518073	0.0833701778728819	0.025508539611744	0	TRUE	0.136645854279465	1.54278436379351e-06	1.54278436379351e-06	4.77127199761469e-05	4.77127199761469e-05	NA	25	25	-0.918624540874521	-0.187666799154648	0.113253523684686	0	TRUE	0.525281434054407	1.45464285810885e-11	1.45464285810885e-11	4.0215493434535e-09	4.0215493434535e-09	NA	25	25	-0.176963194127582	0.490582204106374	0.073072027070199	0	TRUE	-0.167806204872314	0.00296089928256186	0.00296089928256186	0.05521372243461	0.05521372243461	NA	25	25	-0.0927306766887706	0.35714584649629	0.0497511720868303	0	TRUE	-0.0138312009671113	0.67665076793587	0.67665076793587	1	1	NA	25	25	-1.67059106319962	-2.50120587899073	0.194295643770552	0	TRUE	0.728605063766495	2.33667930502265e-10	2.33667930502265e-10	4.63438642262995e-08	4.63438642262995e-08	NA
FHOD1	FHOD3	25	25	0.0830629016901456	0.583723065717379	0.049622232725664	0	TRUE	-0.199127699586934	6.21257587429636e-07	6.21257587429636e-07	2.43257784705312e-05	2.43257784705312e-05	NA	25	25	0.0886944758549307	0.245453109676506	0.0323435047863918	0	TRUE	0.0274922931544605	0.252557436708705	0.252557436708705	1	1	NA	25	25	-0.265277663998733	0.523121394988301	0.15683608516023	0	TRUE	-0.100634941199348	0.0437333201031979	0.0437333201031979	0.503776877166233	0.503776877166233	NA	25	25	0.225959581433269	0.816521374186723	0.0778482650790249	0	TRUE	-0.209555869563042	0.000185601396855712	0.000185601396855712	0.00532482185847504	0.00532482185847504	NA	25	25	0.156869320738907	0.444381797314424	0.0577084963478777	0	TRUE	0.0345600660594334	0.289726979491596	0.289726979491596	1	1	NA	25	25	-1.16840142051829	-1.68385396455628	0.314130621492547	0	TRUE	0.11054914507721	0.188731923665879	0.188731923665879	1	1	NA
FIGN	FIGNL1	25	25	0.0656290790535314	0.488325624233663	0.0741656131270026	0	TRUE	-0.0799991278111278	0.0351700304310569	0.0351700304310569	0.403605037408447	0.403605037408447	NA	25	25	0.00863709659169365	0.258195495969185	0.0184608092575731	0	TRUE	-0.0408108932600246	0.0397377072699365	0.0397377072699365	0.445378618587583	0.445378618587583	NA	25	25	-0.11406291306078	0.620497978287609	0.394687436413484	0	TRUE	-0.138131922700585	0.0682498840401836	0.0682498840401836	0.745352200921252	0.745352200921252	NA	25	25	0.0866925868916225	0.794212022382945	0.151581377298963	0	TRUE	-0.300657615965539	8.12209031475251e-05	8.12209031475251e-05	0.00275465044926291	0.00275465044926291	NA	25	25	-0.106020153137619	0.443430681927005	0.0689590349064108	0	TRUE	-0.135922670194436	0.000855637287519854	0.000855637287519854	0.0172703933864444	0.0172703933864444	NA	25	25	-1.05735121686494	-1.33691590998303	0.598464990745072	0	TRUE	-0.276071510500681	0.0132632108697207	0.0132632108697207	0.182509766160948	0.182509766160948	NA
FITM1	FITM2	25	25	-0.605307923636111	0.0583474843466622	0.0972960162769693	0	TRUE	0.130995579675444	0.000546651518591885	0.000546651518591885	0.00958672591341031	0.00958672591341031	NA	25	25	0.0445367285648581	0.288579988300183	0.0174176975706388	0	TRUE	-0.0589970006333046	0.00355700279126256	0.00355700279126256	0.0502345655443616	0.0502345655443616	NA	25	25	-1.06298571498318	-0.0563264931512757	0.213326290062995	0	TRUE	0.238495816164325	0.000608791210173194	0.000608791210173194	0.0112811752046465	0.0112811752046465	NA	25	25	-0.690215753089634	0.153161130257739	0.129682855729261	0	TRUE	-0.0966907303142084	0.0349816180212955	0.0349816180212955	0.454625449762586	0.454625449762586	NA	25	25	-0.0163685404737389	0.442666753731084	0.0241499599580992	0	TRUE	-0.0713203169735802	0.00481971041364275	0.00481971041364275	0.0789435609408215	0.0789435609408215	NA	25	25	-2.0575653752155	-2.13974698497639	0.202953270883811	0	TRUE	-0.0237140036072053	0.777993610403598	0.777993610403598	1	1	NA
FKBP4	FKBP5	25	25	-0.33874520060422	0.538011008393937	0.327364690544812	0	TRUE	-0.386199748381989	1.68751147581672e-06	1.68751147581672e-06	5.89871196707605e-05	5.89871196707605e-05	NA	25	25	-0.0978678382010639	0.0751172292485713	0.0525387532102625	0	TRUE	0.130145094229316	0.000300847894655704	0.000300847894655704	0.00523801396856602	0.00523801396856602	NA	25	25	-1.01447298192873	0.198602813826014	0.333979297575306	0	TRUE	-0.0964460832762265	0.247257577237528	0.247257577237528	1	1	NA	25	25	-0.416132853692719	0.6620142117681	0.430130410363585	0	TRUE	-0.519148566294758	6.78159181912985e-06	6.78159181912985e-06	0.000332636317915048	0.000332636317915048	NA	25	25	-0.282220757723472	0.249205240278693	0.083384170982192	0	TRUE	-0.0457919253814386	0.369435405095842	0.369435405095842	1	1	NA	25	25	-1.86310112583616	-2.22523271049814	0.306459174474114	0	TRUE	0.232770752990547	0.0209360411283506	0.0209360411283506	0.271700351571199	0.271700351571199	NA
FLOT1	FLOT2	25	25	-0.449311901918948	0.344962423302678	0.0324591518678582	0	TRUE	-0.206346970212937	9.15875843156162e-09	9.15875843156162e-09	7.39450528169335e-07	7.39450528169335e-07	NA	25	25	-0.0741155386341149	0.0757314189156337	0.0389071916835984	0	TRUE	0.14768624433727	7.19317730363244e-06	7.19317730363244e-06	0.000181285537001159	0.000181285537001159	NA	25	25	-0.800245682752626	0.283162419080819	0.121169038123588	0	TRUE	-0.053776631977126	0.240120973470183	0.240120973470183	1	1	NA	25	25	-0.488194301258639	0.397607151299358	0.0636584490291667	0	TRUE	-0.314190043874364	2.06186677789985e-07	2.06186677789985e-07	1.88109861499029e-05	1.88109861499029e-05	NA	25	25	-0.19129709302948	0.259167918161902	0.0595900654532627	0	TRUE	0.0241239802654353	0.554887027167322	0.554887027167322	1	1	NA	25	25	-1.70954367098817	-1.63332965488266	0.185482574536757	0	TRUE	-0.339479517990582	2.31580548168257e-05	2.31580548168257e-05	0.000852372913127917	0.000852372913127917	NA
CHCHD5	FLVCR1	9	9	-0.114797572408812	0.573028453823545	0.131926586615758	0	TRUE	-0.310008197811354	0.00195088462539681	0.00195088462539681	0.0303210647254397	0.0303210647254397	NA	9	9	-0.116335898394248	0.148048811316992	0.0777445767007385	0	TRUE	0.0211190646733433	0.72457491545839	0.72457491545839	1	1	NA	9	9	-0.147614290772678	0.803644645942272	0.356441189540496	0	TRUE	-0.391967752153851	0.00831513217479695	0.00831513217479695	0.118533237279245	0.118533237279245	NA	9	9	-0.210807073573802	0.669041925629004	0.263441788253661	0	TRUE	-0.411034212867398	0.0127266091678968	0.0127266091678968	0.189410127007684	0.189410127007684	NA	9	9	-0.0733577473455764	0.242483361180384	0.180568140049196	0	TRUE	0.120102178801126	0.283126947013324	0.283126947013324	1	1	NA	9	9	-1.11704116671397	-1.16642964913101	0.562323203738767	0	TRUE	-0.552165150623991	0.00462556023065556	0.00462556023065556	0.0764497774110804	0.0764497774110804	NA
