gene1	gene2	n_combn_PC9	n_single_PC9	mean_combn_PC9	mean_single_PC9	var_combn_PC9	var_single_PC9	orientation_agree_PC9	differential_combn_vs_single_PC9	pval1_combn_vs_single_PC9	pval2_combn_vs_single_PC9	fdr1_combn_vs_single_PC9	fdr2_combn_vs_single_PC9	significant_combn_vs_single_PC9	n_combn_HeLa	n_single_HeLa	mean_combn_HeLa	mean_single_HeLa	var_combn_HeLa	var_single_HeLa	orientation_agree_HeLa	differential_combn_vs_single_HeLa	pval1_combn_vs_single_HeLa	pval2_combn_vs_single_HeLa	fdr1_combn_vs_single_HeLa	fdr2_combn_vs_single_HeLa	significant_combn_vs_single_HeLa
FAM78A	FAM78B	16	16	0.0948503251656426	0.267186677996617	0.0480880001202707	0.0474313072007155	TRUE	0.107716686452821	0.246235412952889	0.246235412952889	1	1	NA	16	16	-0.362265202436864	0.105086550287393	0.288440385633961	0.119711870114467	TRUE	0.245275536710288	0.0380346368772152	0.0380346368772152	1	1	NA
FAM9B	FAM9C	16	16	-0.014199672646928	0.266887624729072	0.0786445430009162	0.045696223322877	TRUE	-0.000558203030011141	0.995445493929789	0.995445493929789	1	1	NA	16	16	0.116161901658228	0.836610256268872	0.193549144582058	0.214085805763246	TRUE	0.0365432889266607	0.794283303232989	0.794283303232989	1	1	NA
DPP4	FAP	16	16	0.2751424929122	0.176920789536352	0.0813610861782777	0.0641515370242782	TRUE	0.380942707085338	0.000398225112457266	0.000398225112457266	0.0489277423356823	0.0489277423356823	NA	16	16	-0.19696156007051	0.934783748736802	0.240833512790884	0.248915478479076	TRUE	-0.374877731946799	0.00809632187668438	0.00809632187668438	0.351484814955317	0.351484814955317	NA
FAR1	FAR2	16	16	0.102267723402464	0.111395691754846	0.0505901417886779	0.0583362671453235	TRUE	0.272864294024418	0.00351862929212463	0.00351862929212463	0.22142950281027	0.22142950281027	NA	16	16	0.112540996555364	0.886424309186438	0.0322849471059052	0.0986020533081113	TRUE	-0.00962347981865963	0.91780089214244	0.91780089214244	1	1	NA
FARP1	FARP2	16	16	0.140350357531865	0.38348949733769	0.0361693619563236	0.0443360070078982	TRUE	0.0384731531307386	0.617075100712152	0.617075100712152	1	1	NA	16	16	-0.125510787290647	0.747911700297757	0.178853502800764	0.220573171558066	TRUE	-0.127396429111939	0.227924459333475	0.227924459333475	1	1	NA
FAT1	FAT3	16	16	0.0931495125926567	0.714002199008075	0.0591795700594582	0.0513202528560607	TRUE	-0.330408118294364	0.000262447428883264	0.000262447428883264	0.0383295336594778	0.0383295336594778	NA	16	16	0.0500734005697725	0.883661700774082	0.168849694403455	0.209894000002331	TRUE	-0.0733456980846678	0.508549873664774	0.508549873664774	1	1	NA
FBP1	FBP2	16	16	0.0690410107162191	0.454421588910946	0.0775615153665739	0.0539424162042577	TRUE	-0.102639081041429	0.274981916877616	0.274981916877616	1	1	NA	16	16	-0.286397031084431	0.324760626764778	0.37680833935825	0.337814622473501	TRUE	0.108888161440158	0.490330801080978	0.490330801080978	1	1	NA
FBXL2	FBXL20	16	16	-0.0736320653470214	0.0909564168720709	0.196022831389006	0.0324661569419734	TRUE	0.125892352292466	0.149710017748841	0.149710017748841	1	1	NA	16	16	-0.719126899472521	0.213908797259096	0.408483338205536	0.134559714440845	TRUE	-0.214819867490936	0.108050897064564	0.108050897064564	1	1	NA
FBXO17	FBXO27	16	16	-0.454416813648684	-0.140758479739911	0.117749378691023	0.152133727613561	TRUE	0.000969511755377368	0.990325712814306	0.990325712814306	1	1	NA	16	16	0.11953801880796	1.028502051116	0.127222510167465	0.119085197759014	TRUE	-0.146935403906825	0.201377360507065	0.201377360507065	1	1	NA
FBXO25	FBXO32	16	16	0.00124818269303084	0.35636799709948	0.156380375040289	0.0371292907811911	TRUE	-0.0720369788530598	0.501909627364872	0.501909627364872	1	1	NA	16	16	0.571153358124097	0.846497646746544	0.213583404608428	0.0803203792032169	TRUE	0.488072393429883	0.00127490378417239	0.00127490378417239	0.102795300319208	0.102795300319208	NA
CDRT1	FBXW10	16	16	-0.198138338272566	0.167154040991984	0.0565770614655754	0.0479764315368655	TRUE	-0.0795391652716502	0.301638277002425	0.301638277002425	1	1	NA	16	16	-0.771159993772699	-0.142633739797476	0.108444258966827	0.476254641107211	TRUE	0.0962524666115838	0.47885596890237	0.47885596890237	1	1	NA
BTRC	FBXW11	16	16	-1.04809093320431	-1.07711260627746	0.132950598885812	0.0613084876248984	TRUE	0.327305823344181	0.00785794407111524	0.00785794407111524	0.364216439736747	0.364216439736747	NA	16	16	-1.9183926146037	-0.896749613644452	1.12845996742637	0.186795089761099	TRUE	-0.244570169438698	0.260559016257513	0.260559016257513	1	1	NA
FCGR1A	FCGR1B	16	16	-0.853471955657316	-0.723199404085172	0.135280124666971	0.274351875261325	TRUE	0.18207265239376	0.0699034189754774	0.0699034189754774	1	1	NA	16	16	-1.87077383714105	-1.08330163840192	0.929170696433256	0.833216198992099	TRUE	-0.0346116231111378	0.773203930591809	0.773203930591809	1	1	NA
FCGR3A	FCGR3B	16	16	-0.162431429298677	0.170506760629724	0.0986856277483376	0.0146867248952072	TRUE	-0.0476255567275827	0.590069229250307	0.590069229250307	1	1	NA	16	16	0.059263055941684	1.06476234730764	0.209448758951031	0.252636507237101	TRUE	-0.253565681376786	0.0168822093654341	0.0168822093654341	0.580782933908367	0.580782933908367	NA
FCN1	FCN2	16	16	0.273657538716801	0.418736088316781	0.0309960204834224	0.0196529497497044	TRUE	0.139242285005764	0.0781011220707496	0.0781011220707496	1	1	NA	16	16	-0.541492873058468	-0.108730727799239	0.245897083796817	0.704697451869327	TRUE	0.320916418444781	0.0180059816052569	0.0180059816052569	0.60251028356556	0.60251028356556	NA
FEM1A	FEM1C	16	16	-0.145860490171992	-0.0708502696422982	0.187244204818639	0.0801277926396733	TRUE	0.224400849489488	0.027857761289823	0.027857761289823	0.89473876255517	0.89473876255517	NA	16	16	-0.232749071249252	0.25908398850977	0.299537515994318	0.186912534084627	TRUE	0.234444684189207	0.0316351523706022	0.0316351523706022	0.896962664227706	0.896962664227706	NA
FER	FES	16	16	-0.153398833205931	0.20307673061631	0.0646498745278771	0.09799058344176	TRUE	-0.0712490696801283	0.491144619918874	0.491144619918874	1	1	NA	16	16	-0.407490731279901	-0.0536453645564632	0.252027457100096	0.0779853778219689	TRUE	0.345142717632656	0.0133044932608441	0.0133044932608441	0.496054416417308	0.496054416417308	NA
FEZF1	FEZF2	16	16	-0.0108688370827064	-0.033008909951213	0.0688981917148627	0.0689054144799463	TRUE	0.309602437649376	0.000350571622533179	0.000350571622533179	0.0471992396552025	0.0471992396552025	NA	16	16	0.0801736584959087	0.822860129353484	0.20024363309216	0.444323009810398	TRUE	0.00544285101008894	0.96805161369466	0.96805161369466	1	1	NA
FKBP10	FKBP9	16	16	-0.436000590921843	-0.0891303546914547	0.164838939789758	0.101796524236688	TRUE	-0.0310037644657514	0.746728933280357	0.746728933280357	1	1	NA	16	16	-0.760301250456419	-0.559137006799159	0.181428449710373	0.602037808257643	TRUE	0.539112550031445	0.000209846488167966	0.000209846488167966	0.0275454810431246	0.0275454810431246	NA
FLVCR1	FLVCR2	16	16	0.14701164556832	0.526314836842262	0.0633508215703775	0.0751091855826744	TRUE	-0.0918476603467741	0.305261820123091	0.305261820123091	1	1	NA	16	16	-1.04775371058445	-0.0393534924448113	0.281038339524332	0.0602697579769739	TRUE	-0.295507695705542	0.0131396915239909	0.0131396915239909	0.493724901354259	0.493724901354259	NA
FN3K	FN3KRP	16	16	0.21406440504434	0.536275642031802	0.0352770658252676	0.0554947733299459	TRUE	-0.0357570627129769	0.655512083927735	0.655512083927735	1	1	NA	16	16	-0.235821577990485	0.640934399357453	0.112272595946827	0.12995895471276	TRUE	-0.131022037273413	0.199624251133807	0.199624251133807	1	1	NA
FNDC3A	FNDC3B	16	16	-0.226993434962152	0.0204365304993347	0.0576131697355334	0.0519267260544937	TRUE	0.0435570769518845	0.589934925234375	0.589934925234375	1	1	NA	16	16	-0.891367543966791	0.0900963804664991	0.487853365411991	0.173642384764218	TRUE	-0.26142312429994	0.042606224262172	0.042606224262172	1	1	NA
FOXR1	FOXR2	16	16	0.08888586969882	0.613750399145288	0.0788866195642983	0.0738182431287161	TRUE	-0.236459783283473	0.0105466228940702	0.0105466228940702	0.456065761232269	0.456065761232269	NA	16	16	0.121863300837162	1.13420590371919	0.194082919646496	0.133840801712084	TRUE	-0.251490480860441	0.0469535030191219	0.0469535030191219	1	1	NA
FRAT1	FRAT2	16	16	-0.227493656985654	0.109713307070514	0.0271058874918282	0.0403692412902157	TRUE	-0.0509255221327185	0.509315405063441	0.509315405063441	1	1	NA	16	16	0.0244318320676519	0.742087741837537	0.055510647591172	0.0539564442402598	TRUE	0.0454724436183133	0.638885967998265	0.638885967998265	1	1	NA
FRMD3	FRMD5	16	16	-0.0214873894169655	0.223113117044198	0.0632678413899428	0.0924875864015732	TRUE	0.0365266726442837	0.735742883381893	0.735742883381893	1	1	NA	16	16	-0.337492436156172	-0.0491060562333872	0.239758725635964	0.209843517061954	TRUE	0.421104174445689	0.00661036182544991	0.00661036182544991	0.312603403690773	0.312603403690773	NA
FRY	FRYL	16	16	0.0938814235621594	0.0576964213477031	0.0360175230955758	0.159106399314781	TRUE	0.319856106576755	0.00484176077002833	0.00484176077002833	0.275569724107036	0.275569724107036	NA	16	16	-0.561199013559913	0.131314328164317	0.261741727691759	0.319639731546935	TRUE	0.0297768313798494	0.82592505993939	0.82592505993939	1	1	NA
FSCN1	FSCN2	16	16	0.0175315003186874	0.390435332058757	0.060905979744849	0.0977454556883857	TRUE	-0.0872629088121373	0.281232179531135	0.281232179531135	1	1	NA	16	16	-0.359393088923598	0.568189760349252	0.225966078510177	0.265463961462057	TRUE	-0.19628385046296	0.0854434035183565	0.0854434035183565	1	1	NA
FSD1	FSD1L	16	16	0.0839286327912392	0.0274699632480965	0.0779338167277931	0.108994718982443	TRUE	0.341475697800267	0.000684526390433781	0.000684526390433781	0.0716020668705793	0.0716020668705793	NA	16	16	0.00988465435126379	0.785618106376287	0.160997428558328	0.0413819891087193	TRUE	-0.0161776772831002	0.886196659334727	0.886196659334727	1	1	NA
FSTL4	FSTL5	16	16	-0.077734360201311	0.245157795790302	0.143445249920187	0.0617457297233953	TRUE	-0.0384484762938194	0.719846450157486	0.719846450157486	1	1	NA	16	16	-0.315425664936195	-0.194043716893311	0.345128070293346	0.0879752365500072	TRUE	0.580067672598912	0.00114309027881199	0.00114309027881199	0.097231328927196	0.097231328927196	NA
FUCA1	FUCA2	16	16	-0.140657021147729	0.244776530382618	0.121104569523754	0.0509128841188775	TRUE	-0.103325871679219	0.322815012645264	0.322815012645264	1	1	NA	16	16	-0.208910596746746	0.404779420174155	0.21563211107606	0.288570158875733	TRUE	0.118865453446185	0.407918307374229	0.407918307374229	1	1	NA
FUT1	FUT2	16	16	-0.0472742779808463	0.288846854338177	0.115744551114011	0.106411379145446	TRUE	-0.0486342019435874	0.597430804286657	0.597430804286657	1	1	NA	16	16	0.166251757504789	0.68903884137146	0.21112360240382	0.239597152112773	TRUE	0.226024496224333	0.0471204374661656	0.0471204374661656	1	1	NA
FZD3	FZD6	16	16	0.140815300315447	0.773701033818116	0.137472346119483	0.0421788397918329	TRUE	-0.336967706452579	0.00177812593520636	0.00177812593520636	0.13845228309896	0.13845228309896	NA	16	16	0.33075905990977	1.09454728979342	0.227512817238498	0.23127489899671	TRUE	-0.00245718279387478	0.985903888743813	0.985903888743813	1	1	NA
G3BP1	G3BP2	16	16	-0.647423763898942	0.192200725484812	0.0794705969694168	0.0159671447752377	TRUE	-0.539733445801088	3.91415208955013e-07	3.91415208955013e-07	0.000432819420519742	0.000432819420519742	NA	16	16	-0.72396420427502	-0.576992209562703	0.222833933259049	0.130788823144457	TRUE	0.566602517800052	0.000619653271070034	0.000619653271070034	0.0584927414923601	0.0584927414923601	NA
GABPB1	GABPB2	16	16	-0.775182171974736	-0.553095025255549	0.582260646809967	0.497317724259494	TRUE	0.0425628264196025	0.683210466685578	0.683210466685578	1	1	NA	16	16	-1.2815764431057	-0.0843082691135925	1.40944582882623	0.504993061203923	TRUE	-0.419313951256341	0.0105635152020926	0.0105635152020926	0.441930698720708	0.441930698720708	NA
GAD1	GAD2	16	16	-0.277813571958568	-0.175355695754384	0.0998525714444255	0.132599611586945	TRUE	0.207229391510497	0.0253297013327415	0.0253297013327415	0.841475024680052	0.841475024680052	NA	16	16	-0.224691658516312	0.564877311997328	0.159225372773351	0.143393026705148	TRUE	-0.0507786863811633	0.627355755670848	0.627355755670848	1	1	NA
CSAD	GADL1	16	16	-0.173416487312514	0.153491239720775	0.137944903167042	0.0883087462548815	TRUE	-0.0365404021949571	0.706587643639335	0.706587643639335	1	1	NA	16	16	-0.888936888833137	-0.544523927371743	0.291100306266672	0.326332575214602	TRUE	0.391793191362022	0.0138557249306393	0.0138557249306393	0.505516985285852	0.505516985285852	NA
GALNT1	GALNT13	16	16	0.0706719950102813	0.170260999973041	0.0656724732502923	0.187847904597453	TRUE	0.187432429852287	0.0975053050214656	0.0975053050214656	1	1	NA	16	16	-0.00847327152559485	0.952565664260459	0.119980690595452	0.077192414432023	TRUE	-0.194847161357835	0.0748288178953761	0.0748288178953761	1	1	NA
GALNT3	GALNT6	16	16	-0.215510404515064	0.166655837656758	0.104182715260514	0.114857689222983	TRUE	-0.0871991913490646	0.267707878324955	0.267707878324955	1	1	NA	16	16	-0.487247533918107	0.337639305591989	0.612519491312434	0.427513426190515	TRUE	-0.086171130667966	0.371582638002173	0.371582638002173	1	1	NA
GALNT10	GALNTL6	12	12	0.205710960017798	0.291223075832435	0.0732138598998203	0.0216204348412717	TRUE	0.194402783869953	0.0730120884086273	0.0730120884086273	1	1	NA	12	12	-0.0274488946456925	0.819583939127707	0.21433695735731	0.155674554611276	TRUE	-0.0968197789854849	0.526934867073404	0.526934867073404	1	1	NA
GALR2	GALR3	16	16	-0.238369718849872	0.153745521966515	0.0901010364080812	0.103318648473707	TRUE	-0.0973979242435207	0.199323644913475	0.199323644913475	1	1	NA	16	16	-0.548932675283912	0.0366781734321652	0.326716207870734	0.269174951728115	TRUE	0.139170158667632	0.200062029264865	0.200062029264865	1	1	NA
GAPDH	GAPDHS	16	16	-0.90795121040311	-1.07614302898276	0.262558168014473	0.473861019130111	TRUE	0.426722109299461	0.000333268669071861	0.000333268669071861	0.0460652616853371	0.0460652616853371	NA	16	16	-2.39515348967016	-2.02955922104368	1.23589150428538	1.84783469490529	TRUE	0.205880342100808	0.194511464621656	0.194511464621656	1	1	NA
GATA2	GATA3	16	16	-0.127288991049656	0.273598021881261	0.0486823052376329	0.176814226846151	TRUE	-0.113257451460345	0.234778677067058	0.234778677067058	1	1	NA	16	16	-0.0122765591090751	0.622834944626214	0.0495001268466857	0.161671350407748	TRUE	0.120643817138748	0.279434065443991	0.279434065443991	1	1	NA
GDI1	GDI2	16	16	-0.333121993503416	0.433620539371923	0.229516977295344	0.0422407824127112	TRUE	-0.480754975973572	0.000153990544032168	0.000153990544032168	0.0264879667172782	0.0264879667172782	NA	16	16	-0.0305133838556445	1.05476462071504	0.196764089086414	0.0972949840214019	TRUE	-0.320949393811529	0.00408590052674578	0.00408590052674578	0.224303349638773	0.224303349638773	NA
GFOD1	GFOD2	16	16	0.0460698575071599	0.233672045470372	0.0991382979403063	0.0792887004246434	TRUE	0.097731171729443	0.304802014613262	0.304802014613262	1	1	NA	16	16	-0.284979197142156	0.611270895924004	0.194139839231418	0.131602838830611	TRUE	-0.157382780172649	0.210724533678259	0.210724533678259	1	1	NA
GFPT1	GFPT2	16	16	-1.08787230503554	-0.858414095138719	0.355552428595955	0.413223021910901	TRUE	0.0487584054074763	0.625401554383108	0.625401554383108	1	1	NA	16	16	-3.07438428359034	-1.77605620925435	0.344241719841791	0.190834185825429	TRUE	-0.624011523045052	0.000880638016045121	0.000880638016045121	0.0783511291024476	0.0783511291024476	NA
GIT1	GIT2	16	16	-0.306164976169195	0.156060053505133	0.132290312319494	0.086551839278054	TRUE	-0.169183932694113	0.106735052998424	0.106735052998424	1	1	NA	16	16	-0.835643500219775	-0.0676304344075821	0.0949310220850803	0.111567957896311	TRUE	-0.0881312732937569	0.504689764405067	0.504689764405067	1	1	NA
GLB1	GLB1L	16	16	-0.123685204137625	0.0248673184702486	0.0947344208337065	0.115058438783503	TRUE	0.145795290526127	0.0851730250849553	0.0851730250849553	1	1	NA	16	16	-0.848112076340226	-0.0908753976812801	0.252319005721156	0.293795233099308	TRUE	-0.0436109539045422	0.745178845309713	0.745178845309713	1	1	NA
GLB1L2	GLB1L3	16	16	0.403233308208778	0.624854830326683	0.0610555267581927	0.0413347963785214	TRUE	0.0775855089034358	0.316788979382699	0.316788979382699	1	1	NA	16	16	0.331032065652958	0.956218209191887	0.157300775746183	0.0753415954475482	TRUE	0.137056854929935	0.311451990669654	0.311451990669654	1	1	NA
GLS	GLS2	16	16	-0.348789927387454	-0.0831023477866482	0.15541260092815	0.27470420778962	TRUE	0.0532568584448312	0.65493122109124	0.65493122109124	1	1	NA	16	16	-1.23949679091566	-0.467930074558115	1.00693003117071	0.677431898318871	TRUE	0.0185033660216063	0.87332648689195	0.87332648689195	1	1	NA
GLUD1	GLUD2	16	16	-0.295325430982865	0.160794324240863	0.0954726042985714	0.0153727080154341	TRUE	-0.16849855948717	0.0581775099344136	0.0581775099344136	1	1	NA	16	16	0.179007415217297	0.713352721497637	0.206374304422264	0.332433160452469	TRUE	0.222257991909679	0.142286991778441	0.142286991778441	1	1	NA
GMFB	GMFG	16	16	-0.309045208351042	-0.0209214806068736	0.0963144627323196	0.0767539341640975	TRUE	0.0100077265772039	0.913722975720483	0.913722975720483	1	1	NA	16	16	-0.614314345461172	0.163787139252698	0.186080073923541	0.270094769935054	TRUE	-0.0543482673994098	0.659999163222419	0.659999163222419	1	1	NA
GMPR	GMPR2	16	16	-0.0848733256364991	0.31844643342093	0.100055836829325	0.014636612544374	TRUE	-0.119966640350653	0.179829383114966	0.179829383114966	1	1	NA	16	16	-0.734758175724664	0.0839091441472067	0.174240209631704	0.304251596976825	TRUE	-0.11250147419689	0.369308780029459	0.369308780029459	1	1	NA
GNA12	GNA13	16	16	-0.439458964340411	-0.134552243424673	0.291279675766976	0.0858957809306582	TRUE	0.00544305636116798	0.962174706244622	0.962174706244622	1	1	NA	16	16	-0.19396333209173	0.514291370093163	0.614236320333805	0.728925348704091	TRUE	0.0521911893429082	0.590318846666123	0.590318846666123	1	1	NA
GNPDA1	GNPDA2	16	16	0.0644189367419019	0.460946921859031	0.0970477557030471	0.0430837589785231	TRUE	-0.111352206881225	0.208769198173282	0.208769198173282	1	1	NA	16	16	-0.153907545840932	0.399818430685711	0.211431448460979	0.236900743751461	TRUE	0.185730228804427	0.155340268346434	0.155340268346434	1	1	NA
GOLGA7	GOLGA7B	16	16	-0.195034079718802	0.0848671424543171	0.110133083892073	0.0809163880668146	TRUE	0.0116806186479542	0.893822357871337	0.893822357871337	1	1	NA	16	16	0.150082299674988	0.819363790658724	0.440937746579604	0.304648735834643	TRUE	0.0773151915645481	0.480847363838725	0.480847363838725	1	1	NA
GOLPH3	GOLPH3L	16	16	0.0979601949338555	0.546673249215523	0.126496344540365	0.0996461295565065	TRUE	-0.1623838709949	0.165028400259916	0.165028400259916	1	1	NA	16	16	-1.31674794951349	-0.398148243619205	0.508353368694711	0.227489518000257	TRUE	-0.155658433049445	0.377245632537186	0.377245632537186	1	1	NA
GOLT1A	GOLT1B	16	16	-0.0167706536255846	0.385027030221465	0.120643382487798	0.0963814532453879	TRUE	-0.11763045795746	0.274534436433564	0.274534436433564	1	1	NA	16	16	-0.85299365353648	-0.116432017176877	1.75844452839487	1.69231624721406	TRUE	0.045799110081604	0.707490676620083	0.707490676620083	1	1	NA
GPAT3	GPAT4	16	16	-0.303392346031949	0.373687268090125	0.146486538103666	0.0235859703649015	TRUE	-0.389206065534851	0.000130955996422008	0.000130955996422008	0.0235734972061886	0.0235734972061886	NA	16	16	-0.234794306006318	0.929642073719523	0.188764230937835	0.0692538614958126	TRUE	-0.413325085566212	0.00051793197819931	0.00051793197819931	0.0527504557688534	0.0527504557688534	NA
GPC4	GPC6	16	16	0.145705903413947	0.550208518643013	0.118402882978939	0.0643304334685511	TRUE	-0.110009557129141	0.189571576584534	0.189571576584534	1	1	NA	16	16	0.189411306403501	0.828291788437146	0.183734114941419	0.203577597200807	TRUE	0.124785342686193	0.21513201026984	0.21513201026984	1	1	NA
GPD1	GPD1L	16	16	-0.0359830933411248	0.206381368902494	0.0696243476821539	0.0607336975253445	TRUE	0.0415988752398942	0.635251675263209	0.635251675263209	1	1	NA	16	16	-0.674624790601527	0.33299470654038	0.283168093936071	0.299656041085674	TRUE	-0.286950269226326	0.00658386877405241	0.00658386877405241	0.312603403690773	0.312603403690773	NA
GPR21	GPR52	16	16	0.109635737015227	0.252500021447282	0.0362125209082126	0.0443362398246363	TRUE	0.137527960600488	0.116047910799109	0.116047910799109	1	1	NA	16	16	-0.436457066058272	-0.034232419578433	0.23548483671947	0.142535792382698	TRUE	0.295904320261162	0.061558958787352	0.061558958787352	1	1	NA
GPSM1	GPSM2	16	16	-0.48280710121486	-0.396438845950433	0.15857464104997	0.124450286893617	TRUE	0.24357128191538	0.0122748330073121	0.0122748330073121	0.497449854023173	0.497449854023173	NA	16	16	-1.47747715250725	-0.950233720078932	0.633422606258421	0.369280267608676	TRUE	0.27612770233566	0.0561817108988532	0.0561817108988532	1	1	NA
GPX1	GPX2	16	16	-0.126001338656635	0.0604892300873141	0.189221123617485	0.103300246112601	TRUE	0.108469114651943	0.287406241179867	0.287406241179867	1	1	NA	16	16	-0.709921193297663	0.170440527756291	0.399772580117871	0.321699691291845	TRUE	-0.145528609732992	0.156933188295264	0.156933188295264	1	1	NA
GREB1	GREB1L	16	16	-0.263558015609803	-0.00897948095895297	0.0784675500092499	0.116506126463187	TRUE	0.0440004627689946	0.614348161376323	0.614348161376323	1	1	NA	16	16	-0.626063991211166	-0.0347950648213261	0.252745978200143	0.166589250351333	TRUE	0.124784550098088	0.226847167981338	0.226847167981338	1	1	NA
GREM1	GREM2	16	16	0.0539505992988499	0.131225187657311	0.0812589805844676	0.0554769284968338	TRUE	0.206724614596313	0.0169314774938903	0.0169314774938903	0.643370096085045	0.643370096085045	NA	16	16	0.0753756183925698	1.00599396455253	0.204074391075599	0.22032341776015	TRUE	-0.167739886778537	0.104810864833317	0.104810864833317	1	1	NA
GRHL1	GRHL2	16	16	-0.35678046483608	-0.282461529716629	0.119136904331645	0.14293279785599	TRUE	0.233632635966586	0.00855200225772768	0.00855200225772768	0.384863249560946	0.384863249560946	NA	16	16	0.105521488803989	0.432407859214499	0.191009466823694	0.0951222169600763	TRUE	0.417940066618277	0.000467345344346576	0.000467345344346576	0.0509502893157846	0.0509502893157846	NA
GRID1	GRID2	16	16	-0.0688536158874172	0.28753060450606	0.0465172542543044	0.0248223535087814	TRUE	-0.0750936034598151	0.344923370475749	0.344923370475749	1	1	NA	16	16	0.185536529936368	0.688088790564093	0.0836177944471252	0.277107302279594	TRUE	0.25551201454983	0.0648758872434889	0.0648758872434889	1	1	NA
GRIK4	GRIK5	16	16	-0.284070562261657	0.0548662197622257	0.173230835632381	0.0836345041402308	TRUE	-0.0410888043880385	0.593255962488171	0.593255962488171	1	1	NA	16	16	0.134005708160846	0.576079525121774	0.110721290823145	0.0629207299207278	TRUE	0.315055044761081	0.00660828268816132	0.00660828268816132	0.312603403690773	0.312603403690773	NA
GRIN2A	GRIN2B	16	16	0.0674371256489625	0.294218513078011	0.0587401062885197	0.0469271606054079	TRUE	0.0543632675299631	0.532931168357761	0.532931168357761	1	1	NA	16	16	-0.122487566013506	0.550381658517925	0.170156014259562	0.027587562106813	TRUE	0.0789893315439461	0.491500611941204	0.491500611941204	1	1	NA
GRIP1	GRIP2	16	16	-0.365004478227382	-0.0630131026081603	0.099831380894833	0.0455958629851514	TRUE	-0.00350466876111271	0.97259699963025	0.97259699963025	1	1	NA	16	16	-0.661191592508687	-0.116355008410203	0.227050800042956	0.11114688968466	TRUE	0.15482503686638	0.247364694379543	0.247364694379543	1	1	NA
GRK2	GRK3	16	16	-0.0578190489043606	0.205099896933745	0.0498882525167508	0.0475915837824969	TRUE	0.020274479108559	0.805030084240629	0.805030084240629	1	1	NA	16	16	-0.539602747862583	0.0156967501726775	0.146384704065859	0.386575677727531	TRUE	0.162957669476007	0.277561041274553	0.277561041274553	1	1	NA
GRM2	GRM3	16	16	-0.204757602134694	0.373778941749504	0.0803842146192881	0.0427731217944889	TRUE	-0.29273295398547	0.00105460165346029	0.00105460165346029	0.0938288250069004	0.0938288250069004	NA	16	16	-0.442890970772479	0.135360999212514	0.181474366893935	0.369360993216897	TRUE	0.146792108970962	0.159669100041567	0.159669100041567	1	1	NA
GRM1	GRM5	16	16	0.131815673949337	0.610307782667807	0.122698483490698	0.124759499668965	TRUE	-0.187479374372379	0.101812065691585	0.101812065691585	1	1	NA	16	16	0.1003050846587	0.541958603680105	0.152271005090569	0.261801697737003	TRUE	0.302385878139594	0.0126625872587719	0.0126625872587719	0.482829165254505	0.482829165254505	NA
GSK3A	GSK3B	16	16	-1.01209054686275	-0.0837489544865713	0.197625353284693	0.11441046225831	TRUE	-0.588849609257594	5.58205470914408e-05	5.58205470914408e-05	0.0130932430959953	0.0130932430959953	NA	16	16	-1.50150122118233	1.33536607008933	1.34896505059157	0.0905314804589801	TRUE	-2.1084408405894	1.1893973531497e-08	1.1893973531497e-08	2.3016223115898e-05	2.3016223115898e-05	NA
GSPT1	GSPT2	16	16	-0.70867194630976	-0.798120702850884	0.413343955451494	0.803226872080376	TRUE	0.337315708840398	0.00195728676959037	0.00195728676959037	0.146517642332708	0.146517642332708	NA	16	16	-1.15688577776597	-0.902975869469891	0.940206156538261	0.939676889582225	TRUE	0.503422903684393	0.00152618750645249	0.00152618750645249	0.112508588839422	0.112508588839422	NA
GSTO1	GSTO2	16	16	-0.128549219368891	-0.0457315192989962	0.0614549281410861	0.0436094045319302	TRUE	0.204818626695368	0.0222515948887202	0.0222515948887202	0.775845512783197	0.775845512783197	NA	16	16	-0.0655257929229827	0.702558522776952	0.312836721826749	0.0842840896695869	TRUE	-0.0162407701091688	0.904249458197557	0.904249458197557	1	1	NA
GXYLT1	GXYLT2	16	16	-0.0538250895995989	0.121221139712282	0.035433203760658	0.059673161150223	TRUE	0.10999253561686	0.155801072917772	0.155801072917772	1	1	NA	16	16	-0.808242421634181	0.387132876058597	1.56097953709666	0.507012571764755	TRUE	-0.434924221076162	0.00659919015528739	0.00659919015528739	0.312603403690773	0.312603403690773	NA
GYS1	GYS2	16	16	-0.0163964578784521	0.0911059653050125	0.115900811637558	0.0595314573939075	TRUE	0.177176338420785	0.0531848956056388	0.0531848956056388	1	1	NA	16	16	-0.265612269522249	0.132872165237904	0.285120862930822	0.0516729967098079	TRUE	0.318544815760709	0.034939764198743	0.034939764198743	0.965893004896909	0.965893004896909	NA
H2AFV	H2AFZ	16	16	-0.50297751975193	0.0158683412961936	0.367873066980197	0.0900901518546887	TRUE	-0.210176804298444	0.107640130363582	0.107640130363582	1	1	NA	16	16	-1.55343853349992	-0.174930566299448	0.642807090979867	0.620436511802283	TRUE	-0.607027113065659	0.00339719492641822	0.00339719492641822	0.202560324133064	0.202560324133064	NA
HACD1	HACD2	16	16	-0.17949111486873	0.243249191382264	0.0800971227450659	0.0247483032579246	TRUE	-0.140177610206828	0.12323797450382	0.12323797450382	1	1	NA	16	16	-0.143191561015918	0.461681078793159	0.258004998995769	0.0471345980402054	TRUE	0.138490561663827	0.344700769825922	0.344700769825922	1	1	NA
