gene1	gene2	n_combn_HAP1_T12	n_single_HAP1_T12	mean_combn_HAP1_T12	mean_single_HAP1_T12	var_combn_HAP1_T12	var_single_HAP1_T12	orientation_agree_HAP1_T12	differential_combn_vs_single_HAP1_T12	pval1_combn_vs_single_HAP1_T12	pval2_combn_vs_single_HAP1_T12	fdr1_combn_vs_single_HAP1_T12	fdr2_combn_vs_single_HAP1_T12	significant_combn_vs_single_HAP1_T12	n_combn_HAP1_T18	n_single_HAP1_T18	mean_combn_HAP1_T18	mean_single_HAP1_T18	var_combn_HAP1_T18	var_single_HAP1_T18	orientation_agree_HAP1_T18	differential_combn_vs_single_HAP1_T18	pval1_combn_vs_single_HAP1_T18	pval2_combn_vs_single_HAP1_T18	fdr1_combn_vs_single_HAP1_T18	fdr2_combn_vs_single_HAP1_T18	significant_combn_vs_single_HAP1_T18	n_combn_RPE1_T18	n_single_RPE1_T18	mean_combn_RPE1_T18	mean_single_RPE1_T18	var_combn_RPE1_T18	var_single_RPE1_T18	orientation_agree_RPE1_T18	differential_combn_vs_single_RPE1_T18	pval1_combn_vs_single_RPE1_T18	pval2_combn_vs_single_RPE1_T18	fdr1_combn_vs_single_RPE1_T18	fdr2_combn_vs_single_RPE1_T18	significant_combn_vs_single_RPE1_T18	n_combn_RPE1_T24	n_single_RPE1_T24	mean_combn_RPE1_T24	mean_single_RPE1_T24	var_combn_RPE1_T24	var_single_RPE1_T24	orientation_agree_RPE1_T24	differential_combn_vs_single_RPE1_T24	pval1_combn_vs_single_RPE1_T24	pval2_combn_vs_single_RPE1_T24	fdr1_combn_vs_single_RPE1_T24	fdr2_combn_vs_single_RPE1_T24	significant_combn_vs_single_RPE1_T24
RAVER1	RAVER2	15	15	0.108830225062467	-0.0506280136955181	0.373069773488148	0.281442175109483	FALSE	0.585195306725318	0.00425219847026894	0.00101979794478577	0.142503140293729	0.0525235764870473	NA	15	15	0.159727511007693	-0.22198481074183	0.5556065590807	0.524486416345367	TRUE	0.794695987437593	0.000152194303847922	0.00106421254943682	0.0120107595505773	0.054028948243384	NA	15	15	-0.438767036591514	0.333233184401671	0.248078256003684	0.463296866536658	TRUE	-0.451902828058556	0.00166829477535873	0.327780010041674	0.077740486544227	1	NA	15	15	-0.518414428705132	0.177531774187117	0.417249957948821	0.581845137027268	TRUE	-0.476538325267461	0.00150574191393461	0.735271130081748	0.0827797854975471	1	NA
CTPS1	CTPS2	15	15	-1.61728373769489	-0.370964650933604	1.21147074266201	1.40871206718311	TRUE	-0.831858131196551	8.36401163019342e-06	0.000213367681927613	0.00127887592985037	0.01519534336932	NA	15	15	-1.68101261057586	-0.653686903234382	1.26168432827738	1.4697641690338	TRUE	-0.732429403630381	0.000138545981915858	0.00610193793019594	0.0117782608201098	0.191384583340076	NA	15	15	-0.372444196941088	-0.342333220147353	0.395484362314192	0.369943196879956	TRUE	0.188223980395477	0.465524522330053	0.251213595832865	1	1	NA	15	15	-0.47717662694711	-0.681199157436947	0.537833508672534	0.407873463338279	TRUE	0.287062158087958	0.429691813509222	0.0896713912704414	1	1	NA
CUL4A	CUL4B	15	15	-0.890417530926802	1.38861118554652	0.540732992459696	0.304469188948769	TRUE	-1.79473796842491	7.24366872282269e-05	3.56138031915965e-13	0.0066872332942725	1.7425374401057e-09	NA	15	15	-1.09922322956631	1.48595774114722	0.745483265132665	0.61295441132385	TRUE	-2.12735593173879	3.05408013296076e-06	4.44645551106531e-11	0.000649705219281122	1.08779665599206e-07	NA	15	15	-0.901640487364425	0.435391507290092	0.346243051597618	0.911952027813761	TRUE	-1.07454217243826	0.000686666481427538	2.0243149871019e-05	0.04002745629876	0.00300142789343805	NA	15	15	-1.05239581170225	0.109866369494308	0.340521265244513	1.98444529764915	TRUE	-1.0303406501398	0.0027467751708284	0.000632322920340341	0.138552747558903	0.0418091143907481	NA
CUX1	CUX2	15	15	0.101854954063999	0.608247914917877	0.330697098379952	0.446921617529326	TRUE	0.0117484904529712	0.497783330297125	0.303021766842373	1	1	NA	15	15	0.194891607915937	0.718730429756107	0.456695368345668	0.794423153121938	TRUE	0.0591861582000601	0.765066575002022	0.278881102310588	1	1	NA	15	15	0.134129789225402	1.03334049026958	0.47482918028705	0.275688132917995	TRUE	-0.348905601318637	0.09248539740385	0.0899437542383862	1	1	NA	15	15	0.0576463274037544	0.869848236945758	0.612472371559475	0.279414543957671	TRUE	-0.354329805306063	0.120916501857561	0.17481253009385	1	1	NA
CYB5A	CYB5B	15	15	-0.110134635690235	0.476158258872348	0.682409047899311	0.51773740390116	FALSE	-0.0816495268469844	0.000979254681910716	0.0173992668701011	0.0469741844317873	0.403470937852011	NA	15	15	-0.28315834939347	0.149932036844283	0.882854208376735	0.797507176591838	FALSE	0.00583496403808054	0.007425979338024	0.00387432015482211	0.221556035251013	0.135403918860448	NA	15	15	0.18882790496429	0.571174232376925	0.640486384658777	0.964193087219706	TRUE	0.0959713613652471	0.547511148636049	0.817258624959959	1	1	NA	15	15	0.0971028534319971	0.224220821975926	0.748671657753234	1.09455287824002	FALSE	0.22074568629793	0.21888925228953	0.777992790105989	1	1	NA
DAAM1	DAAM2	15	15	0.0954318774816695	0.708581853277943	0.209478904367743	0.461454135905002	TRUE	-0.0725495463210048	0.154991200610671	0.0375243190899361	1	0.717193952345004	NA	15	15	-0.0258759883646114	0.849497769052828	0.320631972765879	0.572369953721423	TRUE	-0.33706991191723	0.81607511821903	0.0106404674998244	1	0.299209394308939	NA	15	15	-0.179361197880807	-0.0614118799591589	0.432690151491012	0.352547468302759	FALSE	0.170755696126346	0.00574874666775033	0.172880742966299	0.183842324991915	1	NA	15	15	-0.283332335674094	-0.320682803801114	0.441129104761551	0.430355845174892	FALSE	0.204202012349391	0.0261465524844321	0.518097809793397	0.558931481957886	1	NA
DAB1	DAB2	15	15	0.136375814668026	0.688577825742615	0.315518872860911	0.332316844572694	TRUE	-0.00167838906595058	0.246367547078747	0.288001072099064	1	1	NA	15	15	0.17214172652796	0.490296456033049	0.337709323018099	0.448708249502345	FALSE	0.192005683254327	0.435531990930074	0.0175692380873357	1	0.415712413128569	NA	15	15	0.1484787802438	0.240111776631594	0.237914711951422	0.330046366921268	FALSE	0.306985612681695	0.0102259547855822	0.494496701237317	0.284285666935876	1	NA	15	15	-0.0312112609472485	-0.0285536678522128	0.294365543799386	0.436546550706984	FALSE	0.25880677394397	0.0567632444192279	0.555878077506991	1	1	NA
DACH1	DACH2	15	15	0.566422796000497	0.915100828641066	0.10566460673013	0.343521560627876	TRUE	0.320444282552655	0.4959416192966	0.00158766563395637	1	0.0716872729036988	NA	15	15	0.557604694654653	0.839065308644056	0.134805675749326	0.646387161877399	TRUE	0.387360839717617	0.0859081380875065	0.0194387016320254	1	0.444444201133295	NA	15	15	0.0454431639278269	-0.0449407090418251	0.199191241988665	0.624263986208405	FALSE	0.430459854762846	0.962179727059736	9.52441258706647e-05	1	0.00951055549358724	NA	15	15	-0.0808064311827817	-0.199462324180273	0.193406218551089	0.544679140001453	FALSE	0.352195600244818	0.591202071235688	0.000423101575703472	1	0.0318489449232159	NA
DCHS1	DCHS2	15	15	-0.0110854221921627	-0.115243733546943	0.253012669700311	0.214798608296223	TRUE	0.495655125523436	0.00999345909514336	0.0116370193006543	0.249472989615963	0.29810698425623	NA	15	15	-0.00658025201046515	-0.32521319006704	0.480840584847665	0.604398220247703	TRUE	0.694909980978797	0.000673737086767457	0.0252995390683831	0.042811800491637	0.540556246440075	NA	15	15	-0.19736227841361	-0.107143290033112	0.499636104865233	0.558845007411459	FALSE	0.19785310728071	0.614090270325753	0.154948300735593	1	1	NA	15	15	-0.312710948807535	-0.389234445165427	0.630252710557406	0.500733033054639	FALSE	0.227917564145546	0.360376105094056	0.312266705654838	1	1	NA
DDHD2	SEC23IP	15	15	0.0421164429973875	0.752926122946511	0.39500468754257	0.160505427523674	TRUE	-0.179168953421366	0.202882682258662	0.671804154786563	1	1	NA	15	15	-0.194912742567602	0.496410221147265	0.369105331837976	0.281509791678642	TRUE	-0.244478856512588	0.127138083557565	0.481272416851637	1	1	NA	15	15	-0.324677424694515	-0.762342910099635	0.505606412661578	0.746807856414314	TRUE	0.618446903772882	0.0838402906030207	0.00135252058121692	1	0.0636318143980444	NA	15	15	-0.445338905920584	-1.15438818000717	0.66481182112477	1.08083175480474	TRUE	0.757736355362476	0.100974756303803	0.000597545229576347	1	0.0411790381850024	NA
DDR1	DDR2	15	15	0.22065485094505	0.422289765805659	0.253302158488635	0.321671979402362	FALSE	0.293254559117841	0.000390013319098166	0.872887365629551	0.0247829201245603	1	NA	15	15	0.0699274149134526	0.472281745098488	0.367703016132898	0.450192845974683	FALSE	0.0742238660587484	0.00515735650776229	0.0929797214297849	0.168228533159845	1	NA	15	15	-0.184562068110654	-0.235196728569172	0.484496211146552	1.22983358515041	FALSE	0.347950565267232	0.0331280120171431	0.381742499690358	0.678205391291362	1	NA	15	15	-0.283194188187878	-0.707636542459636	0.54548838675827	1.64919798634843	TRUE	0.57050512563002	0.0581453183867752	0.0233816669182764	1	0.569171539573416	NA
DENND6A	DENND6B	15	15	0.0858981035611794	0.249493261336982	0.250593884688919	0.539455181566912	FALSE	0.310144302345828	0.0263545796778653	0.586700482585511	0.51374325901309	1	NA	15	15	-0.00210970764669866	0.418141252640734	0.338717838022323	0.830520819937152	FALSE	0.0732596130732448	0.0871860809549099	0.0972308235044349	1	1	NA	15	15	-0.177937153209658	-0.0629264476807275	0.425017714888175	0.349430599935575	TRUE	0.18158552413554	0.416417430797926	0.333376682039894	1	1	NA	15	15	-0.282862492764723	-0.570644343689668	0.418699741154669	0.545009403909908	TRUE	0.421244601967324	0.04672547303438	0.0543923908154532	0.879314272647699	1	NA
DERL2	DERL3	6	6	-0.118414025397652	0.728819585203261	0.315929017047941	0.31531337792627	TRUE	-0.346648304218393	0.00491595087202734	0.76620352330529	0.155181376420948	1	NA	6	6	-0.231355830460669	0.480707771550769	0.26405568190836	0.760989013685999	TRUE	-0.296144513107214	0.0265869256943835	0.926104703164819	0.553559136566336	1	NA	6	6	-0.249837770430318	0.689178424942171	0.19567263539131	0.388350861718978	TRUE	-0.519923528147096	0.724918230619925	0.00614498080948438	1	0.210255931859309	NA	6	6	-0.441574916747999	0.479968628577434	0.227592949640754	0.82833960059435	TRUE	-0.634070186791823	0.75425818682712	0.00386366540088487	1	0.154954232001294	NA
DHX32	DQX1	15	15	0.0703472768319598	0.455113651990299	0.300183715643768	0.213090086710904	TRUE	0.114094576750137	0.168227394919072	0.732140306716376	1	1	NA	15	15	0.0211583253559736	0.163197240810115	0.473693522425791	0.289057172551197	FALSE	0.277587409013347	0.0402592231655446	0.710710914849021	0.768650334484811	1	NA	15	15	-0.588899734410944	0.0655795821796476	0.562654976575223	0.494084849202219	FALSE	-0.39131963596915	0.00129553125501126	0.223334621417349	0.0627610621506541	1	NA	15	15	-0.692302760725588	-0.0961303528052893	0.764724087836752	0.844623345048564	FALSE	-0.442552886086252	0.00926542906559002	0.488673859781238	0.265114321420287	1	NA
DHX58	IFIH1	15	15	-0.0499533677754138	0.184846212608097	0.2176501290593	0.744860230285563	FALSE	0.225415396187492	0.00125577901582512	0.160552933331222	0.0574239691573678	1	NA	15	15	-0.0712178382861019	0.225615760441737	0.255772437167756	0.735230045595802	FALSE	0.136679723739577	0.00250201889998714	0.100906818023442	0.100344718518182	1	NA	15	15	-0.386375396280227	-0.257304797810464	0.449827747673732	0.377248944745621	FALSE	0.100778271880685	0.21974300625166	0.659675755585396	1	1	NA	15	15	-0.464045274145824	-0.484059078271426	0.524268289055489	0.392512248906825	FALSE	0.142433257291902	0.2538033840108	0.964600165584222	1	1	NA
DIP2A	DIP2C	15	15	0.0582585443123921	0.616217074392643	0.230462223705091	0.348876902799595	TRUE	-0.0365267053018824	0.576509727093797	0.262683424149041	1	1	NA	15	15	-0.246100165299097	0.468026132701876	0.390542914716812	0.554156039629894	TRUE	-0.251608999616972	0.545339122694646	0.0363707935289136	1	0.69244202358664	NA	15	15	-0.0516930055863611	0.216472509370272	0.307137538288948	0.369994428086226	TRUE	0.0891051612896672	0.166252313275928	0.63743695220325	1	1	NA	15	15	0.00562902786453587	0.051531372982475	0.35736384901919	0.283500009753012	FALSE	0.25573012175462	0.00658866702394621	0.505418942253904	0.211438000285971	1	NA
DLG1	DLG4	15	15	-0.202773388753964	0.40989189936654	0.178878246412737	0.448332092296399	TRUE	-0.164603409281322	0.758590048044205	0.143000909008685	1	1	NA	15	15	-0.34768283180619	0.197711243089138	0.324743138157589	0.365652386537361	TRUE	-0.187243103026187	0.343654300443615	0.0128619695256824	1	0.345243253642	NA	15	15	-0.662292337684565	-0.617200286623607	0.248558862544535	0.396470368821347	FALSE	0.102189971025807	0.188427441297065	0.847755216475312	1	1	NA	15	15	-0.774869667054473	-0.860553905293613	0.258664889305679	0.515248791849168	FALSE	0.09172871139352	0.150979421008607	0.56207646353719	1	1	NA
DLG2	DLG3	15	15	0.170629785689056	0.219779830424487	0.238874710620929	0.381087862442121	FALSE	0.419577138081671	0.396919575712775	0.000223484396200522	1	0.0154011312104663	NA	15	15	0.160074866722567	0.0845616614550582	0.364618450639724	0.482421091841941	FALSE	0.506914360007241	0.457118323337359	0.000615748581324398	1	0.0401703781677889	NA	15	15	-0.161623259530882	-0.578662425106315	0.765986678048836	1.12609580026699	TRUE	0.631035733488925	0.00799105563232698	0.0198260646427484	0.229995318691869	0.50011370289392	NA	15	15	-0.268572951098708	-0.820967411223328	0.79076776022026	1.35121857488329	TRUE	0.649431403607728	0.00761328531954155	0.0410843221654867	0.234281904265933	0.848983603779663	NA
DMRTA1	DMRTA2	15	15	0.146399013589578	0.116404573586894	0.230660000965015	0.581179503327473	FALSE	0.492835270916986	0.0183224176915563	0.0290971642472221	0.402014465239042	0.587584680041744	NA	15	15	-0.0391848002944911	-0.258384329603829	0.248446308420682	0.716915216714636	FALSE	0.586632476276413	0.00499124791205391	0.0333583815011228	0.165010351669148	0.648958315100257	NA	15	15	-0.164175308788566	-0.197881559887137	0.208472302937507	0.237365574110448	FALSE	0.290720075333373	0.467224565486925	0.0386467468677993	1	0.762473976202465	NA	15	15	-0.316772274065684	-0.332626616661554	0.317575408836973	0.329083063886789	FALSE	0.177670078343946	0.888123925623955	0.0618305515877901	1	1	NA
DNAH11	DNAH17	15	15	-0.0191301231389649	0.0603686833269233	0.240975761430486	0.164550580320469	FALSE	0.329028256737236	0.730180784375545	0.00201119690603032	1	0.0826935039512504	NA	15	15	-0.0640518352208416	0.0814408362889215	0.303915566240009	0.260137793342584	FALSE	0.262471398669706	0.512961404437467	0.00620624571104644	1	0.193416302640971	NA	15	15	0.0918472355343468	-0.313372370619145	0.242557293541094	0.302420606768052	TRUE	0.697228303356541	1.15569905944418e-05	0.0536568871100521	0.00201953085210713	0.968738461573491	NA	15	15	-0.0531838674678045	-0.287559636980087	0.303184224612747	0.489432489352717	TRUE	0.449308609543866	0.00122571137460985	0.440161999599323	0.0740400939604263	1	NA
DNAJA1	DNAJA4	10	10	-0.859966429685708	0.147895358901452	0.207615020602683	0.409067545776183	TRUE	-0.691968069182921	0.0221007203463688	8.41363214089027e-05	0.446842864254977	0.00952526548188814	NA	10	10	-0.996027902876622	-0.00818920089173237	0.316402418487104	0.537915710807812	TRUE	-0.698141070011299	0.115656152399166	7.93278003436104e-05	1	0.00970351729891824	NA	10	10	-0.635497021641188	0.126422348909285	0.294686219614232	0.395347438947293	TRUE	-0.507864269182921	0.0407358707394774	0.0196656848564227	0.772540153709071	0.50011370289392	NA	10	10	-0.714991998561856	-0.0291997529545381	0.32106271340659	0.336366576444679	TRUE	-0.512773526251676	0.0706807867384971	0.0182792503678799	1	0.486076160886644	NA
DNAJC15	DNAJC19	15	15	-1.1204195112525	-0.766732230144258	0.328674840529586	0.302193915722712	TRUE	0.0627760550195642	0.963139927367071	0.448005638129523	1	1	NA	15	15	-1.27919403144623	-1.12056942654179	0.479396397411559	0.28388711616187	TRUE	0.203162598990073	0.280105792270492	0.751959980788385	1	1	NA	15	15	-0.236514344770844	0.734025203813272	0.195686557735068	0.371647892442419	TRUE	-0.53844056866303	0.00387650541465819	0.742356279191997	0.138447013393368	1	NA	15	15	-0.438037472824381	0.396429792739394	0.216114694308648	0.468356222244658	TRUE	-0.576629617541259	0.00503182694865579	0.5712120179116	0.186947515424902	1	NA
DOCK3	DOCK4	15	15	-0.0477820248511767	0.195104433692598	0.231255485521838	0.23501000316431	TRUE	0.186686834794274	0.0297662944179714	0.903455731959197	0.5608428304588	1	NA	15	15	-0.113832679676764	0.0765960285065443	0.26871005691485	0.457047922810887	TRUE	0.181580308931135	0.379526783564275	0.465159497146917	1	1	NA	15	15	-0.119741263695053	-0.0553821657167763	0.163098903275714	0.552679022853068	FALSE	0.270289930756908	0.0177558488934452	0.930478422387303	0.424749800055329	1	NA	15	15	-0.243598494193162	-0.336220726117679	0.280602793998853	0.703462314956661	FALSE	0.306745277820577	0.044553048819993	0.615427717977156	0.851532498048723	1	NA
DOK1	DOK3	15	15	-0.107952063164397	0.868602764186999	0.386995294019252	0.547663601551817	TRUE	-0.429864941349176	0.394736493754533	0.0040662878994861	1	0.143135410408747	NA	15	15	-0.206729943179101	0.798586698318424	0.424001612947449	0.627716594985872	TRUE	-0.51083922689979	0.100471540330254	0.0143571637226896	1	0.367627268393779	NA	15	15	0.139513849064702	-0.178743304171551	0.733114915880899	0.464463730889266	TRUE	0.665603410032737	0.00192029192146305	0.0105247598246671	0.0869975982366734	0.317878344964087	NA	15	15	0.0563264846640721	-0.561091989373965	0.789803492354473	0.46785452295599	TRUE	0.815510419064912	0.0516834960764978	0.000227530423937412	0.94711864394613	0.0214091732236224	NA
DOPEY1	DOPEY2	15	15	0.193448261866106	0.252672906979514	0.146012471665153	0.269939785035492	FALSE	0.418154908952788	0.134952334552306	0.00530440827859629	1	0.174186478628063	NA	15	15	0.158877485560423	-0.165508284630721	0.248536841665228	0.305107523894275	FALSE	0.711640997208581	0.199897202270759	2.93325999257931e-05	1	0.00494898713281976	NA	15	15	0.0364063507622755	0.191375849622644	0.373869402828036	1.14987566989912	TRUE	0.219123944291426	0.195764418847518	0.404253313267126	1	1	NA	15	15	-0.0612617220757448	-0.0537430733691227	0.790526660360311	1.73862402579283	FALSE	0.236343672901627	0.28416350986225	0.451415858197163	1	1	NA
DST	MACF1	15	15	0.0729919031534486	0.621459156823784	0.185343042793964	0.509086762829641	TRUE	-0.0258016879001652	0.374166972261942	0.169964676717052	1	1	NA	15	15	0.0888261766820377	0.670303983386695	0.387314872781427	0.723964367221368	TRUE	-0.0607461782763201	0.0861093658494879	0.0246950549773778	1	0.529954902499754	NA	15	15	-0.30524055678111	-0.990406850568054	0.420685837567952	0.311978966438748	TRUE	0.83174766002468	1.01613591635381e-06	0.0283918705257187	0.000414318494469869	0.620168568183489	NA	15	15	-0.516894931731415	-1.2091029077189	0.461506061356839	0.513947464690554	TRUE	0.694354970992035	0.000808257431508771	0.0304308310332174	0.0581573430651987	0.67069427911323	NA
DUSP15	DUSP22	15	15	-0.52642317549263	-0.480807840311656	0.266822747104612	0.439478280828144	TRUE	0.258164927102381	0.0692878266024524	0.379471664828082	1	1	NA	15	15	-0.723128377381176	-0.896300418881536	0.300837307727843	0.698270951564687	TRUE	0.439432113915943	0.0227459785637345	0.138588788916873	0.494636170462275	1	NA	15	15	-0.284267964638272	-0.327902776590502	0.432763527339218	0.631733354065672	FALSE	0.277458788707895	0.0224155156334586	0.937787329783094	0.507760304970128	1	NA	15	15	-0.410107930998331	-0.332552910236421	0.543257632635963	0.663602136023455	FALSE	0.0821552905612597	0.443511579702693	0.942178299034847	1	1	NA
DUSP16	DUSP8	3	3	-0.0410270495320139	0.110563465321469	0.429887947957023	0.573589996329431	TRUE	0.267152752502001	0.383881245938377	0.236751619641803	1	1	NA	3	3	-0.0291331640239834	-0.00876826743209659	0.651094947437638	0.546566285142074	FALSE	0.362117750856367	0.0517345697751947	0.301785398225124	0.931084806962647	1	NA	3	3	-0.0623363266559584	-0.48615727257532	0.315632847069955	0.631045694239925	TRUE	0.677302422759725	0.00147901375616358	0.0367193697188856	0.0702584804064054	0.738961499230477	NA	3	3	-0.110469212378839	-0.611015720331514	0.291939367050361	0.684118395420323	TRUE	0.694024956080397	0.0009699020932425	0.0752243038782272	0.0650657379212193	1	NA
DVL1	DVL3	15	15	-0.07799567279715	0.814988530608226	0.322339050080499	0.213572620177668	TRUE	-0.362785335383325	0.00879641596536293	0.198371833590854	0.224165251963628	1	NA	15	15	-0.20699278407395	0.562584985474789	0.374138344620469	0.384531141622863	TRUE	-0.315559631868292	0.00146632459098427	0.718557448084604	0.0696556993576093	1	NA	15	15	-0.381127400850524	0.136969734809302	0.540703762521135	0.799787725212727	TRUE	-0.214828697152686	0.276418055816814	0.544117688429749	1	1	NA	15	15	-0.418322420342049	0.0986294485808337	0.578070949191867	0.936994803432734	TRUE	-0.310190547078452	0.155958837396183	0.399202718745543	1	1	NA
DYNLL1	DYNLL2	15	15	-0.268832916533889	0.220106366027502	0.710304105658557	0.241071752400525	TRUE	-0.078701049898998	0.177436519207226	0.0506853619846638	1	0.866200495959284	NA	15	15	-0.323683260424605	0.0798457934799779	0.725314942189507	0.397617342998094	TRUE	-0.0319566189619692	0.180034102709157	0.0551566768377233	1	0.927403791331576	NA	15	15	-0.354023456222136	-0.0780954219585777	0.536302744958421	1.02119395073324	TRUE	0.000636231916127685	0.834855497710054	0.708451237902068	1	1	NA	15	15	-0.459823164862341	-0.241478833369391	0.874501797784245	1.57346863130256	FALSE	-0.0535126212154212	0.500791474375461	0.469244604400357	1	1	NA
DYRK2	DYRK3	15	15	0.326460087493105	0.962676086032405	0.185426820432848	0.389324520751316	FALSE	-0.000252831571409397	0.00236864908114963	0.0015829933591811	0.0973907087684327	0.0716872729036988	NA	15	15	0.23770336242991	0.8540520017269	0.188277881998554	0.374030224867043	FALSE	-0.0259103362545583	0.00187362614948485	0.00216094894181976	0.0818518840021198	0.0895795741587031	NA	15	15	-0.342943652161879	0.773444211283472	0.469772710246861	0.957911238092071	TRUE	-0.717640569273728	0.00236591091848195	0.00351470073709334	0.100661711885191	0.132284440221187	NA	15	15	-0.556293544081702	0.413505205365345	0.395190724728481	1.56725814039588	TRUE	-0.724882955760489	0.00847805815373293	0.0117420717350456	0.24989183542317	0.365939121020496	NA
E2F7	E2F8	15	15	0.613093819487158	1.16778536334567	0.357090378586187	0.577316161282402	TRUE	0.206327784921718	0.858137681712497	0.0890878349762794	1	1	NA	15	15	0.698226467500751	1.3502112602517	0.666022185362187	0.326182016640604	TRUE	0.16798703043336	0.941365752600557	0.160228197003995	1	1	NA	15	15	0.134148736354603	-0.131985998076805	0.503912991250834	0.714694410881591	TRUE	0.598358808859532	0.0398133048599796	0.00298193398354694	0.764380847356874	0.114883608211883	NA	15	15	0.0997892680724498	-0.200988901557644	0.6504714271872	0.954763035910978	TRUE	0.557061149169816	0.179155176015256	0.00233089539067653	1	0.104630921165685	NA
EBF1	EBF3	15	15	0.767385044479909	0.566362431786099	0.143449452089957	0.429092837526267	TRUE	0.843135054465999	1.01143595400735e-05	9.33104457565641e-05	0.00149964412857008	0.00971395684844735	NA	15	15	0.821149710037889	0.613018181615417	0.398034498105128	0.73499159115242	TRUE	0.881862135921354	0.000750155573920105	0.000212392693543314	0.0454939939082277	0.0196077367156238	NA	15	15	0.121917971435201	0.991968283463329	0.446234915478702	0.711077166936961	TRUE	-0.339148890320575	0.0137044648424336	0.776937021093841	0.352916727792004	1	NA	15	15	-0.0184305901225778	0.855991716112322	0.553887587096641	1.0569673132241	TRUE	-0.465429012433199	0.00587075422939592	0.791582255462691	0.19540709510947	1	NA
EEF1A1	EEF1A2	15	15	-1.64725187635101	-2.2554182118519	0.990395346877356	0.92925085819294	TRUE	0.864571575173142	2.07819491281128e-07	0.347234715257429	6.77889304872172e-05	1	NA	15	15	-1.74381586895117	-2.49865815365526	1.18384947733928	1.03434889872045	TRUE	0.888688045660326	1.95018827921297e-06	0.316298227675588	0.000477100981535406	1	NA	15	15	-1.34577743049754	-1.91404578933891	0.641333474013229	0.760361225285514	FALSE	0.564621961162676	0.000483747855325537	0.578771523348396	0.0333368428369624	1	NA	15	15	-1.51935171034756	-2.34878767408406	0.660105546252403	0.880629137524874	TRUE	0.661870109571909	0.000668393274455818	0.949669986688442	0.0495509402074368	1	NA
EFHD1	EFHD2	12	12	0.364193299067428	0.53426124564303	0.337442190164904	0.308637273781322	FALSE	0.381953646123401	0.00281692684497628	0.713814224233705	0.109387774631965	1	NA	12	12	0.175214982219259	0.240648212483659	0.426681033832687	0.929192307645713	FALSE	0.409009740284987	0.00267986861039101	0.951576347055257	0.103246073586537	1	NA	12	12	0.205505699822248	-0.0955115457791307	0.549816780488594	0.425583572507502	TRUE	0.665354180797341	0.00343405568162888	0.00851786069498654	0.126333769755246	0.265457282669745	NA	12	12	0.143473218225024	-0.23356959790398	0.683374456212299	0.340964951845494	TRUE	0.642228083932572	0.00488877220383263	0.0332472485825938	0.186876028347252	0.710368985367273	NA
EGR2	EGR3	15	15	0.197712623621772	0.279126939469868	0.238970511933977	0.499750637545748	TRUE	0.407143333103132	0.0245349362299935	0.0628244461050657	0.487992997552933	1	NA	15	15	0.0704589306919883	0.0739201988946931	0.403237268255983	0.600342657275593	FALSE	0.432571210930387	0.000990769001843686	0.742122062313497	0.0544685943130362	1	NA	15	15	-0.19594545507819	0.434876888728494	0.377260574855168	0.805508420759528	TRUE	-0.269444260294407	0.157333577699044	0.431848265809486	1	1	NA	15	15	-0.265219389315547	0.0898072416353465	0.440457088073962	0.878949691728875	TRUE	-0.111410270563002	0.959701293404277	0.298303400455241	1	1	NA
EHBP1	EHBP1L1	15	15	-0.401196554556474	0.420126329293511	0.244346380090835	0.401785532628571	TRUE	-0.409628207418541	0.00298369978536397	0.228375137675704	0.111155890707202	1	NA	15	15	-0.461380925995266	0.266066380152667	0.46968462136451	0.559202097355451	TRUE	-0.363053529857132	0.0698344447121325	0.263174576273622	1	1	NA	15	15	-0.179551622051265	-0.965073931281395	0.323795105490187	0.662138830201293	TRUE	0.955389052242923	0.0180605243201662	3.60097286786268e-07	0.428969977050526	0.000224539238415172	NA	15	15	-0.289554852286706	-0.925269381170597	0.409183149872918	0.742056482621674	TRUE	0.712401980119422	0.0763604322561868	0.000450491221286952	1	0.0328984391335821	NA
EIF1	EIF1B	15	15	-1.25447781547515	-1.10719041690951	0.726446607629015	0.664430727504083	TRUE	0.159893810468943	0.419024725784047	0.799938293326541	1	1	NA	15	15	-1.44424833645659	-1.36656596487324	0.946201164939901	1.11982768282143	FALSE	0.156368377008458	0.751763907415129	0.461436940077051	1	1	NA	15	15	-1.48454488913058	-0.765780054781536	0.810846872426176	0.515643240298863	TRUE	-0.66741006965624	0.00263902370584847	0.138350850166334	0.10583936473363	1	NA	15	15	-1.47163325802453	-0.784891049348242	0.806751856201834	0.492431446281593	TRUE	-0.735080429644042	0.00305762609245215	0.0886679360290069	0.151085119022437	1	NA
EIF4A1	EIF4A2	15	15	-1.7200405739989	-2.20698640238411	1.10195816097358	0.838850446637603	FALSE	0.683002167559312	0.973867199058341	8.09108658109938e-06	1	0.0020345966435117	NA	15	15	-1.85666213003858	-2.28380987371669	1.50109831475748	0.878652085441365	FALSE	0.550089213905163	0.992521433612859	0.00118861141045991	1	0.0570168850290586	NA	15	15	-1.45947150268111	-1.97579597441881	1.50273676270322	0.174599018084551	TRUE	0.526282865859777	0.306940390888216	0.00105803977604958	1	0.0550728948144776	NA	15	15	-1.57757877662617	-2.27369593234174	1.46773887466659	0.232004868165107	TRUE	0.545095821634329	0.27591468614521	0.00142068941281214	1	0.0763873625827809	NA
